"","Año","Area","Street"
"623",2011,"Birmingham","essex street city centre"
"624",2011,"Birmingham","etap hotel foyer birmingham"
"625",2011,"Birmingham","eva road"
"626",2011,"Birmingham","faisley street city centre"
"627",2011,"Birmingham","five ways birmingham"
"628",2011,"Birmingham","flood gate street birmingham"
"629",2011,"Birmingham","formula one hotel"
"630",2011,"Birmingham","fox hollies road"
"631",2011,"Birmingham","gas street"
"632",2011,"Birmingham","gas streetcity centre"
"633",2011,"Birmingham","gatecrasherbroad street"
"634",2011,"Birmingham","gatescrasher bishopsgate birmingham"
"635",2011,"Birmingham","golden hind ph"
"636",2011,"Birmingham","golden hind pub kingstanding road"
"637",2011,"Birmingham","gooch st north"
"638",2011,"Birmingham","grange road"
"639",2011,"Birmingham","grangers lane cradley heath"
"640",2011,"Birmingham","great charles street city centre"
"641",2011,"Birmingham","grosvenor casino birmingham"
"642",2011,"Birmingham","grotersley street"
"643",2011,"Birmingham","hall rd"
"644",2011,"Birmingham","hall street"
"645",2011,"Birmingham","hamstead road handsworth"
"646",2011,"Birmingham","handsworth park"
"647",2011,"Birmingham","handsworth police station"
"648",2011,"Birmingham","hawthorn road kingstanding birmingham"
"649",2011,"Birmingham","heath mill lane"
"650",2011,"Birmingham","high st harborne birmingham"
"651",2011,"Birmingham","high st  ~digbeth"
"652",2011,"Birmingham","high st  digbeth"
"653",2011,"Birmingham","high st digbeth"
"654",2011,"Birmingham","high street city centre"
"655",2011,"Birmingham","high streetcity centre"
"656",2011,"Birmingham","hilden road"
"657",2011,"Birmingham","hill st birmingham"
"658",2011,"Birmingham","hill street"
"659",2011,"Birmingham","hill street birmingham"
"660",2011,"Birmingham","hill street city centre"
"661",2011,"Birmingham","hockley circus"
"662",2011,"Birmingham","holiday inn lionel st"
"663",2011,"Birmingham","holiday inn smallbrook queensway"
"664",2011,"Birmingham","holiday street"
"665",2011,"Birmingham","holly road"
"666",2011,"Birmingham","holte street gosta green"
"667",2011,"Birmingham","horsefair"
"668",2011,"Birmingham","horsefair bristol st"
"669",2011,"Birmingham","humer towerfrancis street"
"670",2011,"Birmingham","hurst"
"671",2011,"Birmingham","hurst st"
"672",2011,"Birmingham","hurst st city centre birmingham"
"673",2011,"Birmingham","hurst st  bham"
"674",2011,"Birmingham","hurst st birminhgam"
"675",2011,"Birmingham","hurst street city center"
"676",2011,"Birmingham","hurst street city centre"
"677",2011,"Birmingham","hurst streetcity centre"
"678",2011,"Birmingham","ibis hotel"
"679",2011,"Birmingham","icc"
"680",2011,"Birmingham","icc broad street"
"681",2011,"Birmingham","in arcadian centre bham"
"682",2011,"Birmingham","inge street"
"683",2011,"Birmingham","inge street @ hurst street"
"684",2011,"Birmingham","islington row city centre"
"685",2011,"Birmingham","islington row middleway"
"686",2011,"Birmingham","james watt queensway birmingham"
"687",2011,"Birmingham","kent street"
"688",2011,"Birmingham","kingstanding road"
"689",2011,"Birmingham","lady well walk city centre"
"690",2011,"Birmingham","lattimer place winson green"
"691",2011,"Birmingham","lee longlands  broad street birmingham"
"692",2011,"Birmingham","linwood rd h'worth"
"693",2011,"Birmingham","lloyds barû broad street"
"694",2011,"Birmingham","lloyds bar broad street"
"695",2011,"Birmingham","lodge rd winson green"
"696",2011,"Birmingham","loft lounge"
"697",2011,"Birmingham","long acre  nechells"
"698",2011,"Birmingham","lower bull street"
"699",2011,"Birmingham","macdonalds bordesley green east"
"700",2011,"Birmingham","macdonalds ramp city centre birmingham"
"701",2011,"Birmingham","mailbox birmingham"
"702",2011,"Birmingham","mcdonald street birmingham"
"703",2011,"Birmingham","millward close small heath"
"704",2011,"Birmingham","mono bar arcadian centre"
"705",2011,"Birmingham","mono barladywell walk city centre"
"706",2011,"Birmingham","moor st"
"707",2011,"Birmingham","moor street"
"708",2011,"Birmingham","moor street entance to bull ring"
"709",2011,"Birmingham","moore street birmingham"
"710",2011,"Birmingham","moore street city centre birmingham"
"711",2011,"Birmingham","moseley parkalcester street"
"712",2011,"Birmingham","navigation st birmingham"
"713",2011,"Birmingham","navigation street"
"714",2011,"Birmingham","near to hair & beauty soho road"
"715",2011,"Birmingham","new meeting streetcity centre"
"716",2011,"Birmingham","new st"
"717",2011,"Birmingham","new st b'ham city centre"
"718",2011,"Birmingham","new st city centre"
"719",2011,"Birmingham","new st railway station"
"720",2011,"Birmingham","new st birmingham"
"721",2011,"Birmingham","new street @ stephenson street"
"722",2011,"Birmingham","new street city centre birmingham"
"723",2011,"Birmingham","new street railwaty"
"724",2011,"Birmingham","new street station birmingham"
"725",2011,"Birmingham","new street station station approach"
"726",2011,"Birmingham","new street birmingham"
"727",2011,"Birmingham","new street city centre"
"728",2011,"Birmingham","newtown housing centre"
"729",2011,"Birmingham","newtown row"
"730",2011,"Birmingham","next clearance store corporation street"
"731",2011,"Birmingham","nineva road ayt soho rd"
"732",2011,"Birmingham","not known"
"733",2011,"Birmingham","o/s bham crown court"
"734",2011,"Birmingham","o/s flairs broad street"
"735",2011,"Birmingham","o/s flares club broad st birmingham"
"736",2011,"Birmingham","o/s gatecrasher broad street"
"737",2011,"Birmingham","o/s mcdonalds ramp city centre"
"738",2011,"Birmingham","o/s new street station"
"739",2011,"Birmingham","o/s oceania ladywell walk birmingham"
"740",2011,"Birmingham","o/s reflex broad street city centre"
"741",2011,"Birmingham","o/s the crown ph station road"
"742",2011,"Birmingham","o/s walkabout broad street"
"743",2011,"Birmingham","o2 academy"
"744",2011,"Birmingham","o2 academy horsefair"
"745",2011,"Birmingham","oh bar broad street birmingham"
"746",2011,"Birmingham","o'neils broad street birmingham"
"747",2011,"Birmingham","os birmingham magistrates court"
"748",2011,"Birmingham","os dubliner ph"
"749",2011,"Birmingham","outside bliss  broad street"
"750",2011,"Birmingham","outside bliss nightclub"
"751",2011,"Birmingham","outside blissbroad street"
"752",2011,"Birmingham","outside o velvet broad st"
"753",2011,"Birmingham","outside oceana club"
"754",2011,"Birmingham","outside reflex nightclub"
"755",2011,"Birmingham","outside revolution bridge st walsal"
"756",2011,"Birmingham","outside rocket club broad st"
"757",2011,"Birmingham","outside walkaboutbroad street"
"758",2011,"Birmingham","o'velvet nightclub broad st birmingham"
"759",2011,"Birmingham","oxhill road"
"760",2011,"Birmingham","pagoda island"
"761",2011,"Birmingham","paradise forum"
"762",2011,"Birmingham","paradise forum city centre birmingham"
"763",2011,"Birmingham","paradise forum victoria square birmingham"
"764",2011,"Birmingham","pershore st car park"
"765",2011,"Birmingham","pershore street road city centre"
"766",2011,"Birmingham","pershore street city centre"
"767",2011,"Birmingham","pizza hut new st birmingham"
"768",2011,"Birmingham","quigley avenue"
"769",2011,"Birmingham","rag market city centre"
"770",2011,"Birmingham","reflex on broad street birmingham"
"771",2011,"Birmingham","regency wharf"
"772",2011,"Birmingham","risa bar birmingham"
"773",2011,"Birmingham","risabroad street"
"774",2011,"Birmingham","rookery road handsworth"
"775",2011,"Birmingham","rottersley street birmingham"
"776",2011,"Birmingham","rotunda island city centre"
"777",2011,"Birmingham","sainsburys colmore row"
"778",2011,"Birmingham","sandringham road"
"779",2011,"Birmingham","sandwell hospital"
"780",2011,"Birmingham","sence in the arcadian"
"781",2011,"Birmingham","sense nightclub arcadia birmingham"
"782",2011,"Birmingham","shadwell street"
"783",2011,"Birmingham","shakespeare bar new street station"
"784",2011,"Birmingham","shakespeare ph new st station"
"785",2011,"Birmingham","sheepcote street birmingham"
"786",2011,"Birmingham","sioho road handsworth"
"787",2011,"Birmingham","slade road erdington"
"788",2011,"Birmingham","small brook queensway"
"789",2011,"Birmingham","smallbrook queensway"
"790",2011,"Birmingham","smallbrook queensway city centre birmingham"
"791",2011,"Birmingham","smallbrook queenswaycity centre"
"792",2011,"Birmingham","smethwick end"
"793",2011,"Birmingham","soho hill"
"794",2011,"Birmingham","soho hill handsworth birmingham"
"795",2011,"Birmingham","soho road"
"796",2011,"Birmingham","sommerfield park winson green"
"797",2011,"Birmingham","square peg ph"
"798",2011,"Birmingham","square pegcorporation street"
"799",2011,"Birmingham","star city aston"
"800",2011,"Birmingham","star city birmingham"
"801",2011,"Birmingham","star city nechells"
"802",2011,"Birmingham","station road city centre"
"803",2011,"Birmingham","steelhouse lane"
"804",2011,"Birmingham","steelhouse lane police station"
"805",2011,"Birmingham","steelhouse lane birmingham"
"806",2011,"Birmingham","steelhouse lane city centre birmingham"
"807",2011,"Birmingham","stephenson st"
"808",2011,"Birmingham","stephenson street"
"809",2011,"Birmingham","stephenson street birmingham city"
"810",2011,"Birmingham","stephenson street city centre"
"811",2011,"Birmingham","stephensons street"
"812",2011,"Birmingham","suffolk st queensway"
"813",2011,"Birmingham","sugar suite broad street"
"814",2011,"Birmingham","summer lane"
"815",2011,"Birmingham","summer row"
"816",2011,"Birmingham","temple row"
"817",2011,"Birmingham","tennant st"
"818",2011,"Birmingham","terrace road handsworth"
"819",2011,"Birmingham","tesco aston lane"
"820",2011,"Birmingham","tesco springhill"
"821",2011,"Birmingham","the ramp corporation st birmingham"
"822",2011,"Birmingham","the ramp"
"823",2011,"Birmingham","thornhill road birmingham"
"824",2011,"Birmingham","thornhill road handsworth"
"825",2011,"Birmingham","thorpe st at hurst st"
"826",2011,"Birmingham","thorpe street"
"827",2011,"Birmingham","trocadero public house o/s"
"828",2011,"Birmingham","turners pallets hayhole road"
"829",2011,"Birmingham","upper dean street"
"830",2011,"Birmingham","upper dean street birmingham"
"831",2011,"Birmingham","upper dean street birmingham city centre"
"832",2011,"Birmingham","upper dean street city centre"
"833",2011,"Birmingham","upper parade sutton coldfield"
"834",2011,"Birmingham","victoria square  bham"
"835",2011,"Birmingham","victoria square city centre"
"836",2011,"Birmingham","waiverley parkhandsworth"
"837",2011,"Birmingham","walkabout bar broad st"
"838",2011,"Birmingham","walkabout ph broad st birmingham"
"839",2011,"Birmingham","walkabout ph broad street birmingham"
"840",2011,"Birmingham","walkabout broad street"
"841",2011,"Birmingham","walsall road  great barr"
"842",2011,"Birmingham","walsall road perry barr"
"843",2011,"Birmingham","warf road kings norton"
"844",2011,"Birmingham","warwards lane"
"845",2011,"Birmingham","washington drive handsworth wood"
"846",2011,"Birmingham","washington street"
"847",2011,"Birmingham","waterloo road smethwick"
"848",2011,"Birmingham","waverhill park handsworth"
"849",2011,"Birmingham","waverhill road handsworth"
"850",2011,"Birmingham","way entrance villa ground"
"851",2011,"Birmingham","wellington road"
"852",2011,"Birmingham","witton arms"
"853",2011,"Birmingham","witton road"
"854",2011,"Birmingham","witton road aston"
"855",2011,"Birmingham","wrottesley street"
"856",2011,"Coventry","primrose hill coventry"
"857",2011,"Coventry","albany road"
"858",2011,"Coventry","aldbourne road"
"859",2011,"Coventry","aldermans green road"
"860",2011,"Coventry","allesley old road"
"861",2011,"Coventry","almond tree avenue"
"862",2011,"Coventry","arbury ave coventry"
"863",2011,"Coventry","arena carpark a444"
"864",2011,"Coventry","argyle st coventry"
"865",2011,"Coventry","armstrong avenue stoke"
"866",2011,"Coventry","ashorne close"
"867",2011,"Coventry","attoxhall rd"
"868",2011,"Coventry","averley road  daimler green"
"869",2011,"Coventry","awson street"
"870",2011,"Coventry","bandals surgery foleshill road"
"871",2011,"Coventry","bell green rd junction a444"
"872",2011,"Coventry","bell green road coventry"
"873",2011,"Coventry","binley road"
"874",2011,"Coventry","bishop street"
"875",2011,"Coventry","blackhorse lane"
"876",2011,"Coventry","blythe road"
"877",2011,"Coventry","bp garage ansty road"
"878",2011,"Coventry","bramble st coventry"
"879",2011,"Coventry","braod park road coventry"
"880",2011,"Coventry","bredon ave coventry"
"881",2011,"Coventry","broadgate"
"882",2011,"Coventry","bull yard"
"883",2011,"Coventry","bushberry avenue"
"884",2011,"Coventry","butts road coventry"
"885",2011,"Coventry","cashs lane"
"886",2011,"Coventry","cauldon road"
"887",2011,"Coventry","charter ave"
"888",2011,"Coventry","charter ave coventry"
"889",2011,"Coventry","chester street"
"890",2011,"Coventry","chesterton road"
"891",2011,"Coventry","cheveral ave coventry"
"892",2011,"Coventry","cliffbridge road"
"893",2011,"Coventry","clifton st coventry"
"894",2011,"Coventry","coc street"
"895",2011,"Coventry","communal landing at george poole house coventry"
"896",2011,"Coventry","compton road"
"897",2011,"Coventry","concourse near mortimers"
"898",2011,"Coventry","cook st"
"899",2011,"Coventry","corporation st"
"900",2011,"Coventry","corporation st coventry"
"901",2011,"Coventry","corporation street"
"902",2011,"Coventry","coundon road"
"903",2011,"Coventry","coventry"
"904",2011,"Coventry","coventry central cells"
"905",2011,"Coventry","coventry central front office"
"906",2011,"Coventry","coventry central pol stn"
"907",2011,"Coventry","coventry central police station"
"908",2011,"Coventry","coventry central ps"
"909",2011,"Coventry","coventry railwat station"
"910",2011,"Coventry","coventry railway station"
"911",2011,"Coventry","coventry train station"
"912",2011,"Coventry","cox street"
"913",2011,"Coventry","cross road"
"914",2011,"Coventry","devonshire arms"
"915",2011,"Coventry","duckham court"
"916",2011,"Coventry","earlsdon high street"
"917",2011,"Coventry","elms pub birmingham road"
"918",2011,"Coventry","fairfax street"
"919",2011,"Coventry","far gosford street"
"920",2011,"Coventry","farndale ave"
"921",2011,"Coventry","foleshill rd"
"922",2011,"Coventry","foleshill road"
"923",2011,"Coventry","foleshill road coventry"
"924",2011,"Coventry","four pounds ave coventry"
"925",2011,"Coventry","friars road"
"926",2011,"Coventry","front of coventry central police station"
"927",2011,"Coventry","front office"
"928",2011,"Coventry","gala bingo pool meadow"
"929",2011,"Coventry","gosford street"
"930",2011,"Coventry","greyfriars st coventry"
"931",2011,"Coventry","gulson road coventry"
"932",2011,"Coventry","hale st"
"933",2011,"Coventry","hales street coventry"
"934",2011,"Coventry","hartfrod street"
"935",2011,"Coventry","hayle street"
"936",2011,"Coventry","hayles street"
"937",2011,"Coventry","hedgefield way"
"938",2011,"Coventry","herald way coventry"
"939",2011,"Coventry","high st coventry"
"940",2011,"Coventry","high street"
"941",2011,"Coventry","hill street"
"942",2011,"Coventry","hipswell highway"
"943",2011,"Coventry","holmesdale road"
"944",2011,"Coventry","hurst road"
"945",2011,"Coventry","ibis hotel"
"946",2011,"Coventry","ikea car park"
"947",2011,"Coventry","ikea plaza"
"948",2011,"Coventry","iron monger row"
"949",2011,"Coventry","jardine crescent"
"950",2011,"Coventry","jasrdine crescent"
"951",2011,"Coventry","jd wetherspoon earlsdon"
"952",2011,"Coventry","jordan well"
"953",2011,"Coventry","jordan well  coventry"
"954",2011,"Coventry","jubilee cresent"
"955",2011,"Coventry","kirby road"
"956",2011,"Coventry","lady lane"
"957",2011,"Coventry","lambeth close"
"958",2011,"Coventry","leader close"
"959",2011,"Coventry","lidice place"
"960",2011,"Coventry","lincoln street coventry"
"961",2011,"Coventry","littl park street"
"962",2011,"Coventry","little park st coventry"
"963",2011,"Coventry","little park street"
"964",2011,"Coventry","london road"
"965",2011,"Coventry","longford road"
"966",2011,"Coventry","lower ford st"
"967",2011,"Coventry","lower ford street"
"968",2011,"Coventry","lower holyhead d jtn with spon st"
"969",2011,"Coventry","lower holyhead rd coventry"
"970",2011,"Coventry","lower holyhead road coventry"
"971",2011,"Coventry","lower precinct coventry"
"972",2011,"Coventry","mafo"
"973",2011,"Coventry","manor house drive"
"974",2011,"Coventry","market way"
"975",2011,"Coventry","mary slessor st"
"976",2011,"Coventry","masser road"
"977",2011,"Coventry","mcdonalds restaurant a45 coventry"
"978",2011,"Coventry","memorial park coventry"
"979",2011,"Coventry","middle ride"
"980",2011,"Coventry","mile lane"
"981",2011,"Coventry","millenium place"
"982",2011,"Coventry","mint casino king william street"
"983",2011,"Coventry","miranda close"
"984",2011,"Coventry","morris road"
"985",2011,"Coventry","motor museum"
"986",2011,"Coventry","new union st"
"987",2011,"Coventry","norman place road"
"988",2011,"Coventry","northy road"
"989",2011,"Coventry","o/s ccfo"
"990",2011,"Coventry","o/s coventry central police station"
"991",2011,"Coventry","o/s gosford arms"
"992",2011,"Coventry","oak gosford street"
"993",2011,"Coventry","outside coventry central ps"
"994",2011,"Coventry","outside foleshill ps"
"995",2011,"Coventry","outside front of coventry central police station"
"996",2011,"Coventry","outside heat bar"
"997",2011,"Coventry","outside kasbars"
"998",2011,"Coventry","outside of the jewson stand richo arena coventry"
"999",2011,"Coventry","owenford road"
"1000",2011,"Coventry","palm tree ave wood end"
"1001",2011,"Coventry","palmer lane  coventry"
"1002",2011,"Coventry","penruddick drive coventry"
"1003",2011,"Coventry","plymouth close"
"1004",2011,"Coventry","pool meadow"
"1005",2011,"Coventry","pool meadow bus station"
"1006",2011,"Coventry","pool meadow bus stn"
"1007",2011,"Coventry","poolmeadow"
"1008",2011,"Coventry","poolmeadow bus station"
"1009",2011,"Coventry","poppy court remembrance road willenhall coventry"
"1010",2011,"Coventry","primrose hill st"
"1011",2011,"Coventry","primrose hill street"
"1012",2011,"Coventry","primrose hill street coventry"
"1013",2011,"Coventry","princethorpe way"
"1014",2011,"Coventry","priory fields coventry"
"1015",2011,"Coventry","priory gardens"
"1016",2011,"Coventry","priory street"
"1017",2011,"Coventry","puma way"
"1018",2011,"Coventry","queen mary's road foleshill coventry"
"1019",2011,"Coventry","queen marys road coventry"
"1020",2011,"Coventry","queen victoria road"
"1021",2011,"Coventry","radford road"
"1022",2011,"Coventry","raglan street"
"1023",2011,"Coventry","red lane"
"1024",2011,"Coventry","remembrance road"
"1025",2011,"Coventry","richo areana"
"1026",2011,"Coventry","richo arena coventry"
"1027",2011,"Coventry","ricoh arena"
"1028",2011,"Coventry","ridgethorpe willenhall coventry"
"1029",2011,"Coventry","rileys square bell green"
"1030",2011,"Coventry","ring rd"
"1031",2011,"Coventry","riverwalk walk wood end"
"1032",2011,"Coventry","roland avenue holbrooks coventry"
"1033",2011,"Coventry","rotherhanm road"
"1034",2011,"Coventry","sainsburys trinity st coventry"
"1035",2011,"Coventry","scots lane"
"1036",2011,"Coventry","sewall highway"
"1037",2011,"Coventry","sewall highway coventry"
"1038",2011,"Coventry","silver street coventry"
"1039",2011,"Coventry","sky blue way"
"1040",2011,"Coventry","sky dome"
"1041",2011,"Coventry","sky dome concourse"
"1042",2011,"Coventry","sky dome concourse covenmtry"
"1043",2011,"Coventry","sky dome concourse coventry"
"1044",2011,"Coventry","sky dome coventry"
"1045",2011,"Coventry","sky dome coventry city centre"
"1046",2011,"Coventry","skydome"
"1047",2011,"Coventry","skydome  coventry"
"1048",2011,"Coventry","skydome car park"
"1049",2011,"Coventry","skydome complex"
"1050",2011,"Coventry","skydome complex coventry"
"1051",2011,"Coventry","skydome concourse"
"1052",2011,"Coventry","skydome concourse coventry"
"1053",2011,"Coventry","skydome coventry"
"1054",2011,"Coventry","skydome coventry city centre"
"1055",2011,"Coventry","sorell close"
"1056",2011,"Coventry","southbank road coventry"
"1057",2011,"Coventry","spom st coventry"
"1058",2011,"Coventry","spon end"
"1059",2011,"Coventry","spon end coventry"
"1060",2011,"Coventry","spon st coventry"
"1061",2011,"Coventry","spon street"
"1062",2011,"Coventry","st georges road"
"1063",2011,"Coventry","st georges road stoke"
"1064",2011,"Coventry","st lukes road coventry"
"1065",2011,"Coventry","stonet stanton road police station"
"1066",2011,"Coventry","stoney stanton road police station coventry"
"1067",2011,"Coventry","swanswell park"
"1068",2011,"Coventry","tachbrook close"
"1069",2011,"Coventry","tarquin close coventry"
"1070",2011,"Coventry","terry road"
"1071",2011,"Coventry","terry road coventry"
"1072",2011,"Coventry","the bull yard city centre"
"1073",2011,"Coventry","the bullyard"
"1074",2011,"Coventry","the burges"
"1075",2011,"Coventry","the burgess"
"1076",2011,"Coventry","the butts coventry"
"1077",2011,"Coventry","the butts retreat ph"
"1078",2011,"Coventry","the croft longford"
"1079",2011,"Coventry","the forum medical centre coventry"
"1080",2011,"Coventry","thimbler road"
"1081",2011,"Coventry","tile hill lane coventry"
"1082",2011,"Coventry","torrington avenue"
"1083",2011,"Coventry","trinity point link"
"1084",2011,"Coventry","trinity street"
"1085",2011,"Coventry","trinity street city centre coventry"
"1086",2011,"Coventry","university hospital"
"1087",2011,"Coventry","university hospital coventry"
"1088",2011,"Coventry","unniversity of warwick coventry"
"1089",2011,"Coventry","upper spon st"
"1090",2011,"Coventry","vine street"
"1091",2011,"Coventry","vinecote road"
"1092",2011,"Coventry","wallace rd"
"1093",2011,"Coventry","walsgrave hospital"
"1094",2011,"Coventry","warwick row"
"1095",2011,"Coventry","warwick university"
"1096",2011,"Coventry","west orchard"
"1097",2011,"Coventry","west orchards circulatory road"
"1098",2011,"Coventry","white street"
"1099",2011,"Coventry","willenhall lane coventry"
"1100",2011,"Coventry","willenhall police station front office"
"1101",2011,"Coventry","willenhall ps"
"1102",2011,"Coventry","winnalthorpe"
"1103",2011,"Coventry","wood way lane coventry"
"1104",2011,"Coventry","wroxall drive"
"1105",2011,"Coventry","wroxhall drive"
"1106",2011,"Dudley","albion street brierley hill"
"1107",2011,"Dudley","amblecote high street stourbridge"
"1108",2011,"Dudley","arley court"
"1109",2011,"Dudley","baptist end road netherton"
"1110",2011,"Dudley","bell st stourbridge"
"1111",2011,"Dudley","bell street"
"1112",2011,"Dudley","bell streetstourbridge"
"1113",2011,"Dudley","bhps"
"1114",2011,"Dudley","birmingham street stourbridge"
"1115",2011,"Dudley","bramford arms"
"1116",2011,"Dudley","brettle lane"
"1117",2011,"Dudley","brickhouse road"
"1118",2011,"Dudley","brisbane road smethwick"
"1119",2011,"Dudley","broadway stourbridge"
"1120",2011,"Dudley","burmese way rowley regis"
"1121",2011,"Dudley","bus station dudley"
"1122",2011,"Dudley","carpark of maybrook hosue in halesowen"
"1123",2011,"Dudley","carpark of the barley mow  high street wollaston"
"1124",2011,"Dudley","castlegate dudley"
"1125",2011,"Dudley","cinder bank island netherton"
"1126",2011,"Dudley","court st"
"1127",2011,"Dudley","courthouse ph sedgeley"
"1128",2011,"Dudley","crabmill carpark oldswinford"
"1129",2011,"Dudley","crompton road"
"1130",2011,"Dudley","crown centre stourbridge"
"1131",2011,"Dudley","dudley bus station"
"1132",2011,"Dudley","dudley police station"
"1133",2011,"Dudley","dudley road"
"1134",2011,"Dudley","dudley road brierley hill"
"1135",2011,"Dudley","edward rutland ph high street stourbridge"
"1136",2011,"Dudley","enville road"
"1137",2011,"Dudley","fern rd"
"1138",2011,"Dudley","foster streetstourbridge"
"1139",2011,"Dudley","front office bhps"
"1140",2011,"Dudley","front office stourbridge"
"1141",2011,"Dudley","front office stourbridge police station"
"1142",2011,"Dudley","hagley road"
"1143",2011,"Dudley","halesowen rd netherton"
"1144",2011,"Dudley","halesowen town centre"
"1145",2011,"Dudley","hampden closequarry bank"
"1146",2011,"Dudley","hereford road netherton"
"1147",2011,"Dudley","high st stourbridge"
"1148",2011,"Dudley","high st dudley"
"1149",2011,"Dudley","high st sedgely"
"1150",2011,"Dudley","high street"
"1151",2011,"Dudley","high street  brierley hill"
"1152",2011,"Dudley","high street blackheath"
"1153",2011,"Dudley","high street quarry bank"
"1154",2011,"Dudley","high street stourbridge"
"1155",2011,"Dudley","high street west bromwich"
"1156",2011,"Dudley","high street amblecote"
"1157",2011,"Dudley","high street smethwick"
"1158",2011,"Dudley","high streethalesowen"
"1159",2011,"Dudley","high view st dudley"
"1160",2011,"Dudley","hilly lane halesowen"
"1161",2011,"Dudley","himley roadgornal"
"1162",2011,"Dudley","home address"
"1163",2011,"Dudley","hope tavern netherton"
"1164",2011,"Dudley","hurst rd oldbury"
"1165",2011,"Dudley","jackson street lye"
"1166",2011,"Dudley","kfc merry hill centre. dudley"
"1167",2011,"Dudley","king st dudley"
"1168",2011,"Dudley","kingsley roadnetherton"
"1169",2011,"Dudley","larel lane halesowen"
"1170",2011,"Dudley","little barrel ph dudley"
"1171",2011,"Dudley","lloyds bar stourbridge"
"1172",2011,"Dudley","long lane halesowen"
"1173",2011,"Dudley","lower derry  street brierley hill"
"1174",2011,"Dudley","lower high street stourbridge"
"1175",2011,"Dudley","lupin road"
"1176",2011,"Dudley","lye high st"
"1177",2011,"Dudley","market street kingswinford"
"1178",2011,"Dudley","market street knigswinford"
"1179",2011,"Dudley","market street stourbridge"
"1180",2011,"Dudley","market streetkingswinford"
"1181",2011,"Dudley","marriot road"
"1182",2011,"Dudley","mary stevens park"
"1183",2011,"Dudley","maybrook house car park halesowen"
"1184",2011,"Dudley","meadowfields close wordsley"
"1185",2011,"Dudley","merryhill centre brierley hill"
"1186",2011,"Dudley","mill streetsedgley"
"1187",2011,"Dudley","moore street"
"1188",2011,"Dudley","new rd dudley"
"1189",2011,"Dudley","new road stourbridge"
"1190",2011,"Dudley","new street dudley"
"1191",2011,"Dudley","odeon cinema  merry hill"
"1192",2011,"Dudley","outside santander high street stourbridge"
"1193",2011,"Dudley","park road wrens nest"
"1194",2011,"Dudley","playground at priory primary school"
"1195",2011,"Dudley","princess road old hill"
"1196",2011,"Dudley","priory streetdudley"
"1197",2011,"Dudley","rhh"
"1198",2011,"Dudley","ring road   stourbridge"
"1199",2011,"Dudley","ring road stourbridge"
"1200",2011,"Dudley","rookery park pensnett"
"1201",2011,"Dudley","salop street"
"1202",2011,"Dudley","sedgley bullring"
"1203",2011,"Dudley","sedgley conservative club"
"1204",2011,"Dudley","short st"
"1205",2011,"Dudley","south roadstourbridge"
"1206",2011,"Dudley","stourbridge"
"1207",2011,"Dudley","stourbridge high st"
"1208",2011,"Dudley","stourbridge high street"
"1209",2011,"Dudley","stourbridge junction "
"1210",2011,"Dudley","stourbridge ps front office"
"1211",2011,"Dudley","stourbridge rd holly hall"
"1212",2011,"Dudley","stourbridge rd lye"
"1213",2011,"Dudley","stourbridge road brierley hill"
"1214",2011,"Dudley","stourbridge road"
"1215",2011,"Dudley","tesco express amblecote stourbridge"
"1216",2011,"Dudley","the swan public house kingswinford"
"1217",2011,"Dudley","tower street dudley"
"1218",2011,"Dudley","victoria street stoubridge"
"1219",2011,"Dudley","ward b3 rhh"
"1220",2011,"Dudley","windmill end dudley"
"1221",2011,"Dudley","windmill lane  cape hill"
"1222",2011,"Dudley","wolverhampton street dudley"
"1223",2011,"Dudley","worcester street stourbridge"
"1224",2011,"Dudley","w'ton street dudley"
"1225",2011,"Solihull","a+e soliohull hospital"
"1226",2011,"Solihull","airport"
"1227",2011,"Solihull","ash crescent chelmsley wood"
"1228",2011,"Solihull","assembly rooms"
"1229",2011,"Solihull","auckland drive"
"1230",2011,"Solihull","auckland drive c wood"
"1231",2011,"Solihull","auckland drive chelmsley wood solihull"
"1232",2011,"Solihull","bham airport"
"1233",2011,"Solihull","bham int train station"
"1234",2011,"Solihull","bham international train station"
"1235",2011,"Solihull","birmingham airport"
"1236",2011,"Solihull","blair grove chelmsley wood birmingham"
"1237",2011,"Solihull","brackleys way solihull"
"1238",2011,"Solihull","brickhill dr"
"1239",2011,"Solihull","broad street  os gatecrasher"
"1240",2011,"Solihull","by st alphedge church solihull"
"1241",2011,"Solihull","carpark marston green tavern"
"1242",2011,"Solihull","chelmsley rd chelmsley wood"
"1243",2011,"Solihull","church close"
"1244",2011,"Solihull","clock public house clock lane"
"1245",2011,"Solihull","colebrook road"
"1246",2011,"Solihull","copt heath drive knowle"
"1247",2011,"Solihull","danford lane"
"1248",2011,"Solihull","dunton hall road shirley"
"1249",2011,"Solihull","foleshill road coventry"
"1250",2011,"Solihull","forth drive"
"1251",2011,"Solihull","fox hollies road"
"1252",2011,"Solihull","foyer of etap hotel bhx"
"1253",2011,"Solihull","grandys drive chelmsley wood"
"1254",2011,"Solihull","green lane"
"1255",2011,"Solihull","greenwood shopping centre"
"1256",2011,"Solihull","greswold hotel"
"1257",2011,"Solihull","halifax road"
"1258",2011,"Solihull","helmswood drive"
"1259",2011,"Solihull","high st"
"1260",2011,"Solihull","high st solihull"
"1261",2011,"Solihull","high st town centre solihull"
"1262",2011,"Solihull","high street"
